timestamp_ms,value,unit,event_name,event_name_normalized,runtime_ns,enabled_pct,metric_value,metric_unit,status
10.211896999999999,nan,,instructions:u,instructions,0.0,100.0,nan,,ok
10.211896999999999,nan,,cycles:u,cycles,0.0,100.0,nan,,ok
10.211896999999999,nan,,branches:u,branches,0.0,100.0,nan,,ok
10.211896999999999,nan,,branch-misses:u,branch-misses,0.0,100.0,nan,,ok
10.211896999999999,nan,,L1-dcache-loads:u,l1-dcache-loads,0.0,100.0,nan,,ok
10.211896999999999,nan,,cache-references:u,cache-references,0.0,100.0,nan,,ok
10.211896999999999,nan,,cache-misses:u,cache-misses,0.0,100.0,nan,,ok
10.211896999999999,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,100.0,nan,,ok
22.100489,nan,,instructions:u,instructions,0.0,100.0,nan,,ok
22.100489,nan,,cycles:u,cycles,0.0,100.0,nan,,ok
22.100489,nan,,branches:u,branches,0.0,100.0,nan,,ok
22.100489,nan,,branch-misses:u,branch-misses,0.0,100.0,nan,,ok
22.100489,nan,,L1-dcache-loads:u,l1-dcache-loads,0.0,100.0,nan,,ok
22.100489,nan,,cache-references:u,cache-references,0.0,100.0,nan,,ok
22.100489,nan,,cache-misses:u,cache-misses,0.0,100.0,nan,,ok
22.100489,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,100.0,nan,,ok
34.620681,nan,,instructions:u,instructions,0.0,100.0,nan,,ok
34.620681,nan,,cycles:u,cycles,0.0,100.0,nan,,ok
34.620681,nan,,branches:u,branches,0.0,100.0,nan,,ok
34.620681,nan,,branch-misses:u,branch-misses,0.0,100.0,nan,,ok
34.620681,nan,,L1-dcache-loads:u,l1-dcache-loads,0.0,100.0,nan,,ok
34.620681,nan,,cache-references:u,cache-references,0.0,100.0,nan,,ok
34.620681,nan,,cache-misses:u,cache-misses,0.0,100.0,nan,,ok
34.620681,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,100.0,nan,,ok
46.521072,nan,,instructions:u,instructions,0.0,100.0,nan,,ok
46.521072,nan,,cycles:u,cycles,0.0,100.0,nan,,ok
46.521072,nan,,branches:u,branches,0.0,100.0,nan,,ok
46.521072,nan,,branch-misses:u,branch-misses,0.0,100.0,nan,,ok
46.521072,nan,,L1-dcache-loads:u,l1-dcache-loads,0.0,100.0,nan,,ok
46.521072,nan,,cache-references:u,cache-references,0.0,100.0,nan,,ok
46.521072,nan,,cache-misses:u,cache-misses,0.0,100.0,nan,,ok
46.521072,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,100.0,nan,,ok
57.411302,0.0,,instructions:u,instructions,404932.0,42.0,nan,,ok
57.411302,0.0,,cycles:u,cycles,955412.0,100.0,nan,,ok
57.411302,0.0,,branches:u,branches,955412.0,100.0,nan,,ok
57.411302,0.0,,branch-misses:u,branch-misses,955412.0,100.0,nan,,ok
57.411302,0.0,,L1-dcache-loads:u,l1-dcache-loads,955412.0,100.0,nan,,ok
57.411302,0.0,,cache-references:u,cache-references,550480.0,57.0,nan,,ok
57.411302,nan,,cache-misses:u,cache-misses,0.0,0.0,nan,,ok
57.411302,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,0.0,nan,,ok
68.330193,nan,,instructions:u,instructions,0.0,100.0,nan,,ok
68.330193,nan,,cycles:u,cycles,0.0,100.0,nan,,ok
68.330193,nan,,branches:u,branches,0.0,100.0,nan,,ok
68.330193,nan,,branch-misses:u,branch-misses,0.0,100.0,nan,,ok
68.330193,nan,,L1-dcache-loads:u,l1-dcache-loads,0.0,100.0,nan,,ok
68.330193,nan,,cache-references:u,cache-references,0.0,100.0,nan,,ok
68.330193,nan,,cache-misses:u,cache-misses,0.0,100.0,nan,,ok
68.330193,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,100.0,nan,,ok
80.173316,12844.0,,instructions:u,instructions,911959.0,18.0,nan,,ok
80.173316,nan,,,,nan,nan,40.64,stalled cycles per insn,unknown
80.173316,0.0,,cycles:u,cycles,159960.0,3.0,nan,,ok
80.173316,0.0,,branches:u,branches,1129501.0,22.0,nan,,ok
80.173316,3243.0,,branch-misses:u,branch-misses,2132595.0,42.0,nan,,ok
80.173316,32559.0,,L1-dcache-loads:u,l1-dcache-loads,3133726.0,61.0,nan,,ok
80.173316,3155.0,,cache-references:u,cache-references,4132497.0,81.0,nan,,ok
80.173316,1177.0,,cache-misses:u,cache-misses,4920449.0,96.0,37.31,of all cache refs,ok
80.173316,522035.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,956368.0,18.0,nan,,ok
91.546231,345509.0,,instructions:u,instructions,3919105.0,43.0,0.08,insn per cycle,ok
91.546231,nan,,,,nan,nan,4.71,stalled cycles per insn,unknown
91.546231,4329299.0,,cycles:u,cycles,3843354.0,43.0,nan,,ok
91.546231,62521.0,,branches:u,branches,4842484.0,54.0,nan,,ok
91.546231,5048.0,,branch-misses:u,branch-misses,5839393.0,65.0,8.07,of all branches,ok
91.546231,104669.0,,L1-dcache-loads:u,l1-dcache-loads,5000665.0,56.0,nan,,ok
91.546231,19059.0,,cache-references:u,cache-references,4998758.0,56.0,nan,,ok
91.546231,1101.0,,cache-misses:u,cache-misses,5038556.0,56.0,5.78,of all cache refs,ok
91.546231,1627694.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,2876052.0,32.0,37.6,frontend cycles idle,ok
104.195289,0.0,,instructions:u,instructions,1819881.0,65.0,nan,,ok
104.195289,0.0,,cycles:u,cycles,2799895.0,100.0,nan,,ok
104.195289,0.0,,branches:u,branches,2860329.0,100.0,nan,,ok
104.195289,0.0,,branch-misses:u,branch-misses,2874935.0,100.0,nan,,ok
104.195289,0.0,,L1-dcache-loads:u,l1-dcache-loads,2068849.0,71.0,nan,,ok
104.195289,0.0,,cache-references:u,cache-references,1086143.0,37.0,nan,,ok
104.195289,0.0,,cache-misses:u,cache-misses,101533.0,3.0,nan,,ok
104.195289,0.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,829038.0,28.0,nan,,ok
115.36935,nan,,instructions:u,instructions,0.0,0.0,nan,,ok
115.36935,0.0,,cycles:u,cycles,25188.0,1.0,nan,,ok
115.36935,0.0,,branches:u,branches,959451.0,67.0,nan,,ok
115.36935,0.0,,branch-misses:u,branch-misses,1421616.0,100.0,nan,,ok
115.36935,0.0,,L1-dcache-loads:u,l1-dcache-loads,1412702.0,100.0,nan,,ok
115.36935,0.0,,cache-references:u,cache-references,1418899.0,100.0,nan,,ok
115.36935,0.0,,cache-misses:u,cache-misses,1417615.0,100.0,nan,,ok
115.36935,nan,,stalled-cycles-frontend:u,stalled-cycles-frontend,0.0,0.0,nan,,ok
126.23013999999999,0.0,,instructions:u,instructions,658989.0,21.0,nan,,ok
126.23013999999999,nan,,cycles:u,cycles,0.0,0.0,nan,,ok
126.23013999999999,nan,,branches:u,branches,0.0,0.0,nan,,ok
126.23013999999999,0.0,,branch-misses:u,branch-misses,857092.0,27.0,nan,,ok
126.23013999999999,0.0,,L1-dcache-loads:u,l1-dcache-loads,1841058.0,60.0,nan,,ok
126.23013999999999,0.0,,cache-references:u,cache-references,2394653.0,78.0,nan,,ok
126.23013999999999,0.0,,cache-misses:u,cache-misses,3034334.0,100.0,nan,,ok
126.23013999999999,0.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,658989.0,21.0,nan,,ok
138.661534,167695.0,,instructions:u,instructions,3039253.0,40.0,0.07,insn per cycle,ok
138.661534,nan,,,,nan,nan,13.54,stalled cycles per insn,unknown
138.661534,2570302.0,,cycles:u,cycles,3004628.0,40.0,nan,,ok
138.661534,6946.0,,branches:u,branches,4004047.0,53.0,nan,,ok
138.661534,1165.0,,branch-misses:u,branch-misses,5003766.0,67.0,16.77,of all branches,ok
138.661534,25655.0,,L1-dcache-loads:u,l1-dcache-loads,5007119.0,67.0,nan,,ok
138.661534,7776.0,,cache-references:u,cache-references,4443013.0,59.0,nan,,ok
138.661534,1678.0,,cache-misses:u,cache-misses,4494572.0,59.0,21.58,of all cache refs,ok
138.661534,2270935.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,2039258.0,27.0,88.35,frontend cycles idle,ok
151.03851300000002,62201.0,,instructions:u,instructions,4001954.0,54.0,0.06,insn per cycle,ok
151.03851300000002,nan,,,,nan,nan,33.05,stalled cycles per insn,unknown
151.03851300000002,1047208.0,,cycles:u,cycles,5756706.0,78.0,nan,,ok
151.03851300000002,3999.0,,branches:u,branches,5783902.0,78.0,nan,,ok
151.03851300000002,705.0,,branch-misses:u,branch-misses,5803098.0,78.0,17.63,of all branches,ok
151.03851300000002,10660.0,,L1-dcache-loads:u,l1-dcache-loads,4820495.0,65.0,nan,,ok
151.03851300000002,7041.0,,cache-references:u,cache-references,3561640.0,47.0,nan,,ok
151.03851300000002,2256.0,,cache-misses:u,cache-misses,1539272.0,20.0,32.04,of all cache refs,ok
151.03851300000002,2055724.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,2005522.0,26.0,196.31,frontend cycles idle,ok
162.49757300000002,1908879.0,,instructions:u,instructions,2295598.0,30.0,0.16,insn per cycle,ok
162.49757300000002,nan,,,,nan,nan,0.03,stalled cycles per insn,unknown
162.49757300000002,12243026.0,,cycles:u,cycles,2530293.0,33.0,nan,,ok
162.49757300000002,238378.0,,branches:u,branches,3540419.0,46.0,nan,,ok
162.49757300000002,183.0,,branch-misses:u,branch-misses,4560384.0,59.0,0.08,of all branches,ok
162.49757300000002,4241.0,,L1-dcache-loads:u,l1-dcache-loads,4594284.0,60.0,nan,,ok
162.49757300000002,2455.0,,cache-references:u,cache-references,4972167.0,66.0,nan,,ok
162.49757300000002,340.0,,cache-misses:u,cache-misses,5039982.0,67.0,13.85,of all cache refs,ok
162.49757300000002,66571.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,2006047.0,26.0,0.54,frontend cycles idle,ok
173.83704699999998,3076894.0,,instructions:u,instructions,3707729.0,32.0,0.17,insn per cycle,ok
173.83704699999998,nan,,,,nan,nan,0.04,stalled cycles per insn,unknown
173.83704699999998,18055973.0,,cycles:u,cycles,4661516.0,41.0,nan,,ok
173.83704699999998,305398.0,,branches:u,branches,6621301.0,58.0,nan,,ok
173.83704699999998,158.0,,branch-misses:u,branch-misses,8419850.0,73.0,0.05,of all branches,ok
173.83704699999998,4835.0,,L1-dcache-loads:u,l1-dcache-loads,8430010.0,73.0,nan,,ok
173.83704699999998,2723.0,,cache-references:u,cache-references,8021129.0,69.0,nan,,ok
173.83704699999998,51.0,,cache-misses:u,cache-misses,7166101.0,61.0,1.87,of all cache refs,ok
173.83704699999998,133514.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,2002896.0,17.0,0.74,frontend cycles idle,ok
186.86419,2677635.0,,instructions:u,instructions,3008572.0,23.0,0.12,insn per cycle,ok
186.86419,nan,,,,nan,nan,0.02,stalled cycles per insn,unknown
186.86419,21656590.0,,cycles:u,cycles,3388471.0,27.0,nan,,ok
186.86419,435772.0,,branches:u,branches,5380209.0,43.0,nan,,ok
186.86419,151.0,,branch-misses:u,branch-misses,7544619.0,60.0,0.03,of all branches,ok
186.86419,6014.0,,L1-dcache-loads:u,l1-dcache-loads,8654414.0,70.0,nan,,ok
186.86419,1380.0,,cache-references:u,cache-references,9223936.0,75.0,nan,,ok
186.86419,98.0,,cache-misses:u,cache-misses,8712177.0,71.0,7.1,of all cache refs,ok
186.86419,52890.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,2011977.0,16.0,0.24,frontend cycles idle,ok
197.686959,3990729.0,,instructions:u,instructions,5511103.0,50.0,0.18,insn per cycle,ok
197.686959,nan,,,,nan,nan,0.09,stalled cycles per insn,unknown
197.686959,22235162.0,,cycles:u,cycles,4564630.0,41.0,nan,,ok
197.686959,627023.0,,branches:u,branches,5575893.0,50.0,nan,,ok
197.686959,139.0,,branch-misses:u,branch-misses,6602625.0,60.0,0.02,of all branches,ok
197.686959,4019.0,,L1-dcache-loads:u,l1-dcache-loads,5641348.0,51.0,nan,,ok
197.686959,875.0,,cache-references:u,cache-references,5341374.0,48.0,nan,,ok
197.686959,104.0,,cache-misses:u,cache-misses,6306672.0,57.0,11.89,of all cache refs,ok
197.686959,366354.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,4002830.0,36.0,1.65,frontend cycles idle,ok
210.09471699999997,3877213.0,,instructions:u,instructions,2358372.0,30.0,0.24,insn per cycle,ok
210.09471699999997,nan,,,,nan,nan,0.04,stalled cycles per insn,unknown
210.09471699999997,15951415.0,,cycles:u,cycles,2520776.0,32.0,nan,,ok
210.09471699999997,345593.0,,branches:u,branches,4153064.0,52.0,nan,,ok
210.09471699999997,72.0,,branch-misses:u,branch-misses,5164787.0,65.0,0.02,of all branches,ok
210.09471699999997,2438.0,,L1-dcache-loads:u,l1-dcache-loads,5160442.0,65.0,nan,,ok
210.09471699999997,789.0,,cache-references:u,cache-references,5417479.0,68.0,nan,,ok
210.09471699999997,28.0,,cache-misses:u,cache-misses,5281743.0,67.0,3.55,of all cache refs,ok
210.09471699999997,161907.0,,stalled-cycles-frontend:u,stalled-cycles-frontend,1967815.0,25.0,1.02,frontend cycles idle,ok
